id,factory_number,downtime_duration
9783,factory_number_443,1
455,factory_number_124,0
12575,factory_number_471,0
11899,factory_number_1034,0
2686,factory_number_274,0
9271,factory_number_1066,1
3370,factory_number_1052,2
1570,factory_number_990,1
17266,factory_number_298,0
2499,factory_number_1030,1
7001,factory_number_600,2
558,factory_number_1092,1
2007,factory_number_355,1
5212,factory_number_467,0
7874,factory_number_126,0
14743,factory_number_1007,0
2292,factory_number_773,0
5449,factory_number_106,0
16831,factory_number_266,0
4589,factory_number_126,0
9100,factory_number_629,0
2557,factory_number_998,0
10990,factory_number_834,2
12197,factory_number_166,1
17407,factory_number_100,0
11549,factory_number_719,0
3595,factory_number_528,0
9347,factory_number_684,1
2348,factory_number_615,0
12097,factory_number_812,0
18119,factory_number_9,0
8163,factory_number_821,2
4146,factory_number_1026,0
10737,factory_number_244,0
10230,factory_number_477,0
16332,factory_number_124,0
9734,factory_number_272,1
1914,factory_number_135,0
15567,factory_number_924,0
12692,factory_number_816,0
2836,factory_number_673,0
16774,factory_number_363,1
10331,factory_number_899,2
656,factory_number_481,0
10330,factory_number_1097,1
9231,factory_number_980,1
3527,factory_number_288,1
17977,factory_number_404,1
18363,factory_number_609,1
18046,factory_number_475,0
7084,factory_number_845,1
14049,factory_number_500,0
3535,factory_number_763,2
9962,factory_number_1042,0
17314,factory_number_1086,2
7847,factory_number_931,0
8514,factory_number_1075,2
8748,factory_number_280,0
6744,factory_number_1042,1
18428,factory_number_126,0
14299,factory_number_124,0
18191,factory_number_834,2
429,factory_number_793,0
8374,factory_number_435,1
10070,factory_number_126,0
7385,factory_number_1017,2
1086,factory_number_1093,0
7235,factory_number_734,0
12787,factory_number_283,1
11229,factory_number_358,0
3979,factory_number_95,0
9932,factory_number_425,0
11726,factory_number_963,0
5556,factory_number_821,1
810,factory_number_1025,0
9044,factory_number_496,0
10212,factory_number_853,0
13847,factory_number_378,0
11755,factory_number_814,0
4437,factory_number_122,0
10353,factory_number_481,0
16039,factory_number_400,0
16114,factory_number_325,1
12178,factory_number_684,1
16079,factory_number_972,1
16230,factory_number_9,0
1656,factory_number_465,0
17666,factory_number_494,0
6317,factory_number_600,1
12824,factory_number_646,1
11581,factory_number_1018,0
7401,factory_number_924,0
7316,factory_number_886,0
12445,factory_number_2,1
8864,factory_number_845,0
12038,factory_number_349,0
1046,factory_number_710,0
8427,factory_number_126,0
341,factory_number_122,0
12016,factory_number_480,0
15092,factory_number_814,0
9114,factory_number_829,0
17925,factory_number_603,0
16261,factory_number_175,0
7677,factory_number_418,0
14226,factory_number_466,0
14409,factory_number_793,0
10207,factory_number_756,1
17701,factory_number_803,1
10445,factory_number_1007,0
7085,factory_number_760,0
8830,factory_number_471,0
12832,factory_number_476,0
17240,factory_number_1100,2
17865,factory_number_846,0
11330,factory_number_1036,0
15256,factory_number_1052,0
15532,factory_number_220,1
3043,factory_number_1025,0
15551,factory_number_812,0
13414,factory_number_763,0
18295,factory_number_984,0
6790,factory_number_535,1
3681,factory_number_157,0
6973,factory_number_939,0
12539,factory_number_695,0
2464,factory_number_7,0
4769,factory_number_646,1
12839,factory_number_705,1
12957,factory_number_95,0
5811,factory_number_481,0
2607,factory_number_638,0
3894,factory_number_1052,0
15660,factory_number_948,1
12475,factory_number_155,0
9289,factory_number_742,0
2184,factory_number_1014,0
9741,factory_number_263,1
14321,factory_number_500,0
9065,factory_number_9,0
9451,factory_number_469,0
17160,factory_number_124,0
17966,factory_number_795,0
4590,factory_number_474,0
3183,factory_number_856,2
13382,factory_number_1020,2
8592,factory_number_479,0
4065,factory_number_238,0
12714,factory_number_964,1
392,factory_number_810,0
5280,factory_number_1,1
207,factory_number_506,0
7614,factory_number_380,0
17360,factory_number_1108,0
10444,factory_number_230,0
7951,factory_number_1031,1
8470,factory_number_167,0
7140,factory_number_989,1
14501,factory_number_511,0
9386,factory_number_2,0
6946,factory_number_745,0
5742,factory_number_704,0
10609,factory_number_714,0
10153,factory_number_270,0
2952,factory_number_522,0
8333,factory_number_798,2
12625,factory_number_826,0
16497,factory_number_909,2
5562,factory_number_995,2
5056,factory_number_122,0
17814,factory_number_878,0
7139,factory_number_493,0
16593,factory_number_1024,0
9795,factory_number_479,0
4835,factory_number_508,0
4024,factory_number_602,0
3652,factory_number_536,1
10998,factory_number_9,0
7521,factory_number_369,0
10448,factory_number_704,2
3880,factory_number_972,0
8096,factory_number_8,0
14976,factory_number_963,0
720,factory_number_154,1
2599,factory_number_1066,0
9005,factory_number_471,0
17739,factory_number_328,1
15959,factory_number_990,1
3349,factory_number_125,0
10489,factory_number_1100,2
5218,factory_number_496,0
615,factory_number_445,1
4119,factory_number_898,0
3381,factory_number_370,0
17301,factory_number_895,1
2028,factory_number_645,0
15652,factory_number_894,0
4496,factory_number_693,1
859,factory_number_402,1
4052,factory_number_885,2
13905,factory_number_126,0
3804,factory_number_193,0
5641,factory_number_684,2
10598,factory_number_651,0
3098,factory_number_793,0
18346,factory_number_445,0
1079,factory_number_135,1
8502,factory_number_245,0
12431,factory_number_471,0
15650,factory_number_133,0
1557,factory_number_181,0
12660,factory_number_947,1
13600,factory_number_1106,0
12750,factory_number_1107,2
15825,factory_number_931,0
6683,factory_number_120,0
12145,factory_number_645,2
8682,factory_number_1054,0
5669,factory_number_390,1
10071,factory_number_143,0
13288,factory_number_193,0
14399,factory_number_919,0
15215,factory_number_442,1
2392,factory_number_734,0
1495,factory_number_734,0
6824,factory_number_740,0
13308,factory_number_846,1
8407,factory_number_153,0
5726,factory_number_1046,2
8179,factory_number_839,0
18179,factory_number_627,0
16354,factory_number_658,0
13294,factory_number_588,0
3112,factory_number_1006,0
3857,factory_number_834,2
2735,factory_number_760,0
7151,factory_number_834,0
5116,factory_number_499,0
4842,factory_number_499,0
17690,factory_number_798,1
2808,factory_number_155,0
1537,factory_number_266,0
16206,factory_number_738,1
14493,factory_number_925,0
9198,factory_number_653,2
18207,factory_number_8,1
10138,factory_number_485,0
12230,factory_number_166,0
7454,factory_number_210,0
5114,factory_number_1061,0
14230,factory_number_995,1
4818,factory_number_348,1
18508,factory_number_709,0
17943,factory_number_475,0
15765,factory_number_466,0
2452,factory_number_116,1
11937,factory_number_139,0
3970,factory_number_122,0
13196,factory_number_151,1
14431,factory_number_894,1
680,factory_number_373,0
3155,factory_number_181,0
5424,factory_number_305,1
8985,factory_number_841,1
967,factory_number_892,2
8413,factory_number_493,0
1349,factory_number_1007,0
9689,factory_number_126,0
17490,factory_number_584,0
15753,factory_number_921,0
5147,factory_number_962,1
11419,factory_number_734,0
9098,factory_number_709,0
946,factory_number_114,0
4576,factory_number_477,0
14536,factory_number_984,1
1813,factory_number_607,0
17699,factory_number_814,0
18463,factory_number_229,1
18466,factory_number_603,0
7974,factory_number_373,0
8408,factory_number_790,0
2364,factory_number_118,0
5827,factory_number_7,0
18490,factory_number_1008,0
11300,factory_number_485,0
12013,factory_number_484,0
11258,factory_number_380,0
16092,factory_number_734,0
6837,factory_number_102,0
2269,factory_number_814,0
4160,factory_number_97,0
5217,factory_number_475,0
15751,factory_number_964,0
16190,factory_number_126,0
16637,factory_number_473,0
6137,factory_number_811,0
6234,factory_number_734,0
4004,factory_number_292,1
6798,factory_number_638,2
12304,factory_number_995,2
16352,factory_number_798,2
15877,factory_number_26,1
5456,factory_number_995,1
10476,factory_number_810,0
20,factory_number_79,0
13547,factory_number_921,2
6166,factory_number_1046,1
1110,factory_number_1042,2
12579,factory_number_472,0
16922,factory_number_122,0
15068,factory_number_478,0
7123,factory_number_1052,2
15781,factory_number_627,0
9630,factory_number_884,0
14946,factory_number_839,1
9923,factory_number_74,0
8783,factory_number_898,0
16491,factory_number_821,2
8387,factory_number_328,0
1625,factory_number_788,0
7286,factory_number_837,1
12337,factory_number_977,1
11534,factory_number_921,1
15237,factory_number_33,1
7651,factory_number_120,0
12494,factory_number_469,0
9297,factory_number_283,0
4361,factory_number_13,1
9327,factory_number_498,0
6491,factory_number_734,2
6811,factory_number_124,0
7391,factory_number_466,0
12464,factory_number_466,0
11818,factory_number_845,2
2943,factory_number_760,0
16046,factory_number_471,0
1534,factory_number_399,0
6449,factory_number_122,0
16296,factory_number_805,0
5312,factory_number_242,0
11710,factory_number_491,0
13957,factory_number_603,0
5438,factory_number_475,0
10614,factory_number_834,1
18444,factory_number_373,0
12541,factory_number_691,0
13433,factory_number_495,0
7907,factory_number_1082,0
5731,factory_number_1019,0
3560,factory_number_466,0
13417,factory_number_613,0
16581,factory_number_467,0
11463,factory_number_494,0
14888,factory_number_465,0
17461,factory_number_745,1
17975,factory_number_1094,1
6794,factory_number_1050,1
15224,factory_number_600,2
7383,factory_number_1109,1
18309,factory_number_613,1
5607,factory_number_607,0
18168,factory_number_120,1
10275,factory_number_803,1
7373,factory_number_921,1
13291,factory_number_1046,0
10361,factory_number_300,0
6742,factory_number_899,0
17927,factory_number_504,0
5478,factory_number_810,0
6765,factory_number_600,0
15565,factory_number_116,0
1742,factory_number_507,0
17110,factory_number_856,1
16145,factory_number_1061,2
9176,factory_number_756,0
17922,factory_number_890,0
975,factory_number_836,0
1730,factory_number_1110,0
3755,factory_number_1037,0
7153,factory_number_638,0
1576,factory_number_95,0
2496,factory_number_13,0
14794,factory_number_119,0
6737,factory_number_822,0
15060,factory_number_803,1
6393,factory_number_13,0
8447,factory_number_16,0
5209,factory_number_141,0
2041,factory_number_759,0
17322,factory_number_949,1
8382,factory_number_189,0
10317,factory_number_478,0
1223,factory_number_314,1
13182,factory_number_463,0
6724,factory_number_707,0
503,factory_number_962,1
18317,factory_number_172,0
7169,factory_number_643,1
6625,factory_number_489,0
16916,factory_number_1107,2
14040,factory_number_135,0
7241,factory_number_288,0
2397,factory_number_104,0
17454,factory_number_793,0
15316,factory_number_613,0
10596,factory_number_374,0
18297,factory_number_1061,0
17078,factory_number_12,0
12610,factory_number_648,1
12122,factory_number_794,0
4120,factory_number_745,0
5063,factory_number_826,1
10892,factory_number_853,0
6303,factory_number_477,0
3480,factory_number_133,0
14992,factory_number_600,2
44,factory_number_451,0
3772,factory_number_613,0
2564,factory_number_406,1
14684,factory_number_710,0
7045,factory_number_524,0
10015,factory_number_714,1
16485,factory_number_244,0
7851,factory_number_1008,2
9796,factory_number_842,0
18331,factory_number_957,0
16761,factory_number_153,0
2221,factory_number_1061,0
10516,factory_number_1007,1
4811,factory_number_497,0
13165,factory_number_495,0
8662,factory_number_1030,1
5708,factory_number_380,0
6650,factory_number_318,0
10956,factory_number_102,0
8513,factory_number_869,0
9475,factory_number_314,0
9148,factory_number_903,0
7575,factory_number_963,0
6779,factory_number_169,0
14724,factory_number_684,1
8259,factory_number_943,1
9506,factory_number_240,0
4454,factory_number_734,1
7669,factory_number_709,0
13071,factory_number_655,0
12037,factory_number_151,1
12420,factory_number_691,1
5269,factory_number_124,0
12095,factory_number_471,0
15998,factory_number_899,0
18027,factory_number_242,0
8802,factory_number_646,1
17016,factory_number_891,0
4491,factory_number_793,0
10085,factory_number_242,0
12997,factory_number_1067,1
14085,factory_number_392,1
8805,factory_number_153,1
7071,factory_number_180,0
12815,factory_number_921,1
15624,factory_number_613,1
13040,factory_number_742,0
16370,factory_number_950,1
12255,factory_number_938,1
4952,factory_number_505,0
4165,factory_number_1050,1
12008,factory_number_118,0
13373,factory_number_760,1
11594,factory_number_479,0
12879,factory_number_1100,2
5321,factory_number_95,0
7330,factory_number_485,0
17555,factory_number_16,1
6820,factory_number_489,0
12495,factory_number_1019,0
5279,factory_number_548,0
11012,factory_number_1107,2
16210,factory_number_727,0
13371,factory_number_763,2
4352,factory_number_226,0
9877,factory_number_819,0
1997,factory_number_1100,2
9221,factory_number_653,1
13578,factory_number_1042,0
14947,factory_number_242,0
12596,factory_number_218,0
17608,factory_number_403,1
4308,factory_number_914,0
15862,factory_number_2,1
9992,factory_number_756,0
795,factory_number_723,1
9182,factory_number_380,0
10902,factory_number_1008,0
1203,factory_number_472,0
4441,factory_number_627,0
4548,factory_number_814,0
2147,factory_number_976,2
9110,factory_number_467,0
15839,factory_number_522,0
18535,factory_number_133,0
16048,factory_number_1109,1
15390,factory_number_242,0
4327,factory_number_485,0
13546,factory_number_395,1
1154,factory_number_252,1
1446,factory_number_236,0
14872,factory_number_978,1
6208,factory_number_1007,0
16197,factory_number_891,0
15037,factory_number_790,0
7712,factory_number_126,0
12493,factory_number_137,0
7033,factory_number_684,0
2765,factory_number_734,0
2253,factory_number_478,0
772,factory_number_763,1
9178,factory_number_911,1
6470,factory_number_892,0
5995,factory_number_91,0
16694,factory_number_810,1
2577,factory_number_1052,0
9083,factory_number_474,0
13164,factory_number_899,0
10084,factory_number_957,0
17593,factory_number_470,0
15698,factory_number_504,0
15558,factory_number_618,0
6283,factory_number_638,2
13495,factory_number_881,1
15657,factory_number_102,0
16009,factory_number_661,0
6495,factory_number_984,0
10774,factory_number_89,1
1117,factory_number_17,0
4149,factory_number_834,0
13526,factory_number_909,1
14166,factory_number_1033,0
10340,factory_number_976,0
17306,factory_number_159,1
6331,factory_number_619,0
15004,factory_number_181,1
15604,factory_number_944,0
13421,factory_number_413,0
5866,factory_number_1052,1
1759,factory_number_769,0
9361,factory_number_1066,1
7552,factory_number_793,0
13971,factory_number_126,0
2214,factory_number_1008,1
8054,factory_number_472,0
3028,factory_number_488,0
7759,factory_number_465,0
14866,factory_number_126,0
7292,factory_number_653,0
3333,factory_number_1100,2
12471,factory_number_171,0
453,factory_number_619,0
16366,factory_number_1107,0
1678,factory_number_120,0
13500,factory_number_520,0
16948,factory_number_47,0
17157,factory_number_470,0
12734,factory_number_798,0
6890,factory_number_844,1
18174,factory_number_1053,0
16255,factory_number_1075,1
2753,factory_number_489,0
5673,factory_number_798,0
5569,factory_number_834,2
15360,factory_number_687,0
13295,factory_number_831,1
6395,factory_number_100,0
3394,factory_number_124,0
2319,factory_number_272,0
10171,factory_number_1050,1
9730,factory_number_1100,1
839,factory_number_825,1
10458,factory_number_638,2
588,factory_number_921,2
4328,factory_number_823,1
6405,factory_number_938,0
9543,factory_number_499,0
17470,factory_number_1008,1
13548,factory_number_738,1
3455,factory_number_662,1
4535,factory_number_1008,0
1878,factory_number_884,0
15329,factory_number_957,0
413,factory_number_944,1
2854,factory_number_1011,1
3035,factory_number_1088,1
5232,factory_number_821,2
17506,factory_number_875,1
922,factory_number_790,1
9927,factory_number_288,1
14350,factory_number_239,0
7781,factory_number_893,2
2937,factory_number_613,0
357,factory_number_894,0
5750,factory_number_653,1
12289,factory_number_122,0
12077,factory_number_810,0
4401,factory_number_802,1
1621,factory_number_1020,1
3388,factory_number_147,0
7796,factory_number_416,1
13854,factory_number_367,0
11692,factory_number_628,0
16406,factory_number_944,0
8569,factory_number_127,0
12869,factory_number_130,1
17551,factory_number_815,1
7774,factory_number_962,2
6729,factory_number_894,0
5255,factory_number_599,0
16798,factory_number_450,0
18215,factory_number_931,0
6752,factory_number_919,0
14462,factory_number_1010,0
10027,factory_number_684,1
16095,factory_number_618,2
13658,factory_number_498,0
89,factory_number_253,0
13354,factory_number_1008,2
15562,factory_number_133,0
18536,factory_number_821,0
18008,factory_number_1055,0
3647,factory_number_155,0
10342,factory_number_746,0
8000,factory_number_816,1
740,factory_number_91,1
13737,factory_number_518,0
14845,factory_number_106,0
1197,factory_number_479,0
2947,factory_number_505,0
15941,factory_number_124,0
6088,factory_number_690,0
10322,factory_number_124,0
8475,factory_number_238,1
6312,factory_number_488,0
10057,factory_number_500,0
18409,factory_number_810,2
8323,factory_number_1099,0
17170,factory_number_508,0
4700,factory_number_962,2
16262,factory_number_504,0
18200,factory_number_1048,1
3212,factory_number_1097,1
6727,factory_number_995,1
8215,factory_number_892,0
16771,factory_number_479,0
14803,factory_number_208,0
8094,factory_number_1050,0
9705,factory_number_126,0
4743,factory_number_119,0
17100,factory_number_476,0
4640,factory_number_1008,2
16555,factory_number_126,0
11815,factory_number_478,0
6785,factory_number_126,1
6643,factory_number_51,1
11582,factory_number_424,1
14124,factory_number_758,1
6288,factory_number_999,1
183,factory_number_1026,1
10156,factory_number_95,1
13189,factory_number_687,0
15097,factory_number_837,1
10177,factory_number_600,2
17370,factory_number_866,2
15196,factory_number_177,0
17569,factory_number_793,0
15474,factory_number_152,1
5090,factory_number_382,0
11810,factory_number_116,0
12893,factory_number_1061,1
5070,factory_number_684,0
13453,factory_number_1009,0
13945,factory_number_914,1
5138,factory_number_790,1
5871,factory_number_1086,1
6093,factory_number_812,0
6957,factory_number_1063,0
4906,factory_number_998,1
5210,factory_number_468,0
15140,factory_number_957,0
13004,factory_number_821,0
18118,factory_number_760,0
13144,factory_number_763,1
4204,factory_number_957,0
13031,factory_number_435,1
1993,factory_number_963,0
15918,factory_number_283,0
16464,factory_number_520,0
12276,factory_number_1008,1
3682,factory_number_714,1
18414,factory_number_1099,0
11716,factory_number_311,0
8616,factory_number_1026,0
2396,factory_number_9,0
1080,factory_number_664,0
11591,factory_number_149,1
3496,factory_number_481,1
9495,factory_number_181,0
543,factory_number_798,2
7040,factory_number_891,0
8273,factory_number_830,1
6966,factory_number_918,1
7765,factory_number_509,0
15185,factory_number_470,0
1735,factory_number_934,0
6085,factory_number_834,1
3802,factory_number_409,1
10127,factory_number_1088,1
9626,factory_number_1063,0
6492,factory_number_695,0
5903,factory_number_344,0
9754,factory_number_644,1
17371,factory_number_745,1
14999,factory_number_157,0
8278,factory_number_499,0
1065,factory_number_600,0
15300,factory_number_93,0
10690,factory_number_126,0
6067,factory_number_627,0
11650,factory_number_763,2
16521,factory_number_810,1
7830,factory_number_135,0
11897,factory_number_937,0
1874,factory_number_314,1
8658,factory_number_459,0
16355,factory_number_145,1
7861,factory_number_1048,0
6129,factory_number_1044,0
4629,factory_number_1018,0
14832,factory_number_963,0
4646,factory_number_126,0
15857,factory_number_1086,0
5406,factory_number_793,0
4623,factory_number_1008,1
12774,factory_number_278,1
998,factory_number_878,0
13046,factory_number_845,1
3752,factory_number_149,0
12383,factory_number_601,2
14212,factory_number_1089,2
1415,factory_number_1107,1
16311,factory_number_896,1
9663,factory_number_834,1
4754,factory_number_883,0
9123,factory_number_691,0
5370,factory_number_1015,1
16579,factory_number_535,0
11260,factory_number_834,2
5628,factory_number_369,0
17625,factory_number_976,0
5854,factory_number_124,0
2306,factory_number_485,0
1383,factory_number_17,1
17127,factory_number_519,0
16345,factory_number_613,1
6106,factory_number_497,0
10805,factory_number_509,0
14962,factory_number_499,0
317,factory_number_236,0
14163,factory_number_479,0
15303,factory_number_810,0
14383,factory_number_523,0
16199,factory_number_600,1
6993,factory_number_500,0
16671,factory_number_95,0
984,factory_number_445,0
13102,factory_number_460,0
18262,factory_number_278,0
2541,factory_number_1103,0
5849,factory_number_311,1
15804,factory_number_894,0
7786,factory_number_382,0
9306,factory_number_906,1
9127,factory_number_1024,0
16800,factory_number_472,0
1397,factory_number_407,0
3266,factory_number_707,0
6668,factory_number_895,1
16868,factory_number_380,0
15143,factory_number_124,0
15406,factory_number_157,0
1111,factory_number_915,1
7912,factory_number_1030,0
4280,factory_number_460,1
7984,factory_number_752,0
11846,factory_number_976,1
33,factory_number_473,0
17217,factory_number_469,0
6984,factory_number_663,0
10971,factory_number_600,0
17246,factory_number_465,0
1513,factory_number_613,2
3431,factory_number_102,1
16495,factory_number_849,0
6024,factory_number_181,0
1829,factory_number_240,0
17094,factory_number_334,0
16550,factory_number_313,0
17460,factory_number_1100,1
12764,factory_number_653,0
4664,factory_number_846,0
16504,factory_number_496,0
17004,factory_number_601,0
17297,factory_number_415,1
2461,factory_number_496,0
11386,factory_number_356,0
8559,factory_number_846,1
1941,factory_number_808,0
2490,factory_number_167,1
10789,factory_number_135,0
15746,factory_number_152,0
1222,factory_number_734,2
5433,factory_number_91,1
3341,factory_number_1107,0
2285,factory_number_738,0
4792,factory_number_664,0
3927,factory_number_834,2
12385,factory_number_1100,2
7480,factory_number_684,0
12712,factory_number_418,0
14159,factory_number_300,0
3718,factory_number_798,2
2497,factory_number_925,1
6337,factory_number_1107,2
5709,factory_number_736,0
4881,factory_number_1086,1
3364,factory_number_13,1
2613,factory_number_126,0
9606,factory_number_252,1
14701,factory_number_653,1
14989,factory_number_469,0
8377,factory_number_161,1
1579,factory_number_793,0
10958,factory_number_1079,0
17273,factory_number_789,1
14182,factory_number_1104,0
18365,factory_number_240,0
18394,factory_number_595,1
15934,factory_number_803,0
5809,factory_number_124,0
15955,factory_number_885,0
4381,factory_number_644,2
14707,factory_number_500,0
9946,factory_number_1049,0
15710,factory_number_684,2
2186,factory_number_480,0
17965,factory_number_881,0
7547,factory_number_892,0
13112,factory_number_976,0
4657,factory_number_600,1
10698,factory_number_607,0
4064,factory_number_147,1
5100,factory_number_1050,2
9966,factory_number_906,0
10224,factory_number_13,0
5545,factory_number_1007,0
13979,factory_number_533,0
6851,factory_number_126,0
12311,factory_number_921,1
2793,factory_number_1037,0
637,factory_number_122,0
5725,factory_number_995,1
1657,factory_number_496,0
16533,factory_number_684,0
16297,factory_number_846,2
313,factory_number_902,0
8784,factory_number_793,0
2304,factory_number_292,0
13763,factory_number_763,0
9956,factory_number_477,0
17892,factory_number_228,1
2626,factory_number_1112,0
18141,factory_number_734,0
12891,factory_number_938,0
2125,factory_number_603,1
15241,factory_number_189,1
11392,factory_number_270,0
17937,factory_number_878,0
9525,factory_number_298,1
15032,factory_number_814,0
3304,factory_number_1099,1
3003,factory_number_943,1
17025,factory_number_78,1
5749,factory_number_714,1
4738,factory_number_1033,1
8847,factory_number_962,0
11299,factory_number_584,0
10576,factory_number_175,0
11137,factory_number_603,2
7900,factory_number_477,0
4309,factory_number_1008,0
5037,factory_number_976,1
5181,factory_number_700,1
12244,factory_number_1062,0
12450,factory_number_763,0
11112,factory_number_957,1
8114,factory_number_999,0
6220,factory_number_600,2
8023,factory_number_731,0
1619,factory_number_533,0
3380,factory_number_475,0
6915,factory_number_252,0
1148,factory_number_419,1
4745,factory_number_272,1
7298,factory_number_836,0
10746,factory_number_245,0
15274,factory_number_962,1
10226,factory_number_798,1
6583,factory_number_504,0
16379,factory_number_468,0
4711,factory_number_931,0
1751,factory_number_857,1
603,factory_number_507,0
11651,factory_number_102,1
12567,factory_number_566,2
327,factory_number_488,0
657,factory_number_895,1
9180,factory_number_798,1
6386,factory_number_1096,0
14682,factory_number_627,0
13328,factory_number_465,0
17656,factory_number_500,0
13278,factory_number_834,0
11238,factory_number_928,0
8166,factory_number_599,2
2729,factory_number_157,0
9501,factory_number_1024,0
14171,factory_number_17,0
12747,factory_number_206,1
7840,factory_number_133,0
5668,factory_number_490,0
2440,factory_number_1075,2
6235,factory_number_638,0
9345,factory_number_931,0
6287,factory_number_1082,0
16015,factory_number_823,1
1947,factory_number_1100,2
11024,factory_number_131,0
1423,factory_number_891,0
18344,factory_number_197,0
3446,factory_number_100,0
5636,factory_number_489,0
188,factory_number_493,0
4177,factory_number_821,2
7251,factory_number_481,0
6258,factory_number_735,0
10237,factory_number_830,0
2724,factory_number_1092,0
10324,factory_number_65,2
2915,factory_number_228,0
12321,factory_number_242,0
15831,factory_number_834,0
4211,factory_number_19,1
3465,factory_number_1008,0
1299,factory_number_737,0
184,factory_number_995,1
12522,factory_number_1052,0
15433,factory_number_8,0
1456,factory_number_1048,0
13878,factory_number_145,0
470,factory_number_648,0
10154,factory_number_350,1
12454,factory_number_1107,1
6533,factory_number_1056,1
3073,factory_number_1121,1
9177,factory_number_126,0
8918,factory_number_32,0
12640,factory_number_690,0
12605,factory_number_149,0
1702,factory_number_810,1
9838,factory_number_471,0
13067,factory_number_1011,2
3842,factory_number_1027,0
161,factory_number_321,0
13079,factory_number_1023,0
8615,factory_number_474,0
8867,factory_number_328,0
9787,factory_number_1014,1
10461,factory_number_702,1
10857,factory_number_1019,1
6321,factory_number_1026,1
9093,factory_number_766,0
15327,factory_number_805,0
6228,factory_number_494,0
10951,factory_number_468,0
8245,factory_number_443,1
13808,factory_number_1052,2
5786,factory_number_314,0
18012,factory_number_584,0
5184,factory_number_1018,1
4166,factory_number_549,1
3234,factory_number_1031,1
5053,factory_number_116,0
17255,factory_number_100,0
5253,factory_number_1056,1
9722,factory_number_1019,1
11483,factory_number_1112,0
7034,factory_number_957,0
929,factory_number_476,0
10573,factory_number_1117,0
12353,factory_number_1042,0
130,factory_number_7,0
6020,factory_number_1052,1
16891,factory_number_242,0
13331,factory_number_896,0
4611,factory_number_135,0
15249,factory_number_805,0
8558,factory_number_834,0
10642,factory_number_600,2
2019,factory_number_945,0
18195,factory_number_809,0
3831,factory_number_374,0
7514,factory_number_149,1
18441,factory_number_118,0
248,factory_number_122,0
17041,factory_number_1,1
14125,factory_number_699,0
17854,factory_number_794,0
17250,factory_number_1097,0
8150,factory_number_520,0
18173,factory_number_822,0
11877,factory_number_466,0
17361,factory_number_507,0
15888,factory_number_126,0
10587,factory_number_256,0
2680,factory_number_662,0
10537,factory_number_664,0
7264,factory_number_779,2
81,factory_number_147,0
15367,factory_number_962,1
10305,factory_number_477,0
10421,factory_number_91,0
12597,factory_number_609,1
15771,factory_number_846,0
12398,factory_number_976,0
10755,factory_number_722,1
8281,factory_number_793,0
6069,factory_number_373,0
1849,factory_number_1,0
3401,factory_number_893,1
16051,factory_number_1061,2
6561,factory_number_976,2
6614,factory_number_469,0
10005,factory_number_802,0
10996,factory_number_778,2
18180,factory_number_892,1
12297,factory_number_1055,0
3403,factory_number_599,2
10203,factory_number_241,0
8743,factory_number_91,1
9562,factory_number_487,0
13069,factory_number_448,0
360,factory_number_834,2
302,factory_number_91,1
11065,factory_number_810,1
8046,factory_number_899,1
6651,factory_number_834,0
7216,factory_number_853,2
14023,factory_number_448,0
2139,factory_number_505,0
7578,factory_number_914,0
2852,factory_number_760,0
9574,factory_number_931,0
15786,factory_number_44,0
11738,factory_number_1107,1
9199,factory_number_653,0
5507,factory_number_1052,1
9251,factory_number_335,1
14558,factory_number_1107,1
10242,factory_number_480,0
11436,factory_number_1126,0
5603,factory_number_846,0
10866,factory_number_436,1
5794,factory_number_126,1
6822,factory_number_9,0
6592,factory_number_89,0
3022,factory_number_497,0
5954,factory_number_1044,0
6971,factory_number_977,0
11952,factory_number_495,0
17919,factory_number_264,1
9792,factory_number_962,2
4600,factory_number_613,2
11950,factory_number_484,0
190,factory_number_478,0
15463,factory_number_771,0
14902,factory_number_759,1
4511,factory_number_646,1
14395,factory_number_159,0
12409,factory_number_149,0
13936,factory_number_851,0
1764,factory_number_345,0
13686,factory_number_1107,0
14410,factory_number_734,0
12686,factory_number_814,0
1395,factory_number_963,0
17410,factory_number_1051,2
9800,factory_number_802,0
16378,factory_number_830,0
9340,factory_number_627,1
1979,factory_number_244,0
14456,factory_number_808,0
836,factory_number_128,0
16510,factory_number_958,0
6618,factory_number_126,0
2405,factory_number_1063,0
5308,factory_number_522,0
1792,factory_number_255,0
381,factory_number_617,1
17703,factory_number_943,1
11352,factory_number_1019,2
315,factory_number_909,1
3720,factory_number_244,0
15626,factory_number_1017,1
13002,factory_number_734,1
10911,factory_number_211,0
12050,factory_number_860,0
12598,factory_number_159,0
9782,factory_number_1024,0
8608,factory_number_1052,2
6177,factory_number_292,0
8620,factory_number_810,2
13380,factory_number_400,1
4782,factory_number_91,0
928,factory_number_836,0
13007,factory_number_72,0
8423,factory_number_500,0
11593,factory_number_904,0
2471,factory_number_989,1
17994,factory_number_471,0
142,factory_number_734,2
12357,factory_number_476,0
8242,factory_number_962,2
1595,factory_number_890,0
12284,factory_number_1031,1
16840,factory_number_244,0
3849,factory_number_141,1
15830,factory_number_1086,2
17715,factory_number_983,0
5845,factory_number_155,0
1131,factory_number_495,0
11718,factory_number_976,2
7660,factory_number_938,0
11633,factory_number_139,1
10981,factory_number_1026,0
17917,factory_number_763,1
13480,factory_number_1011,1
